,date,open,high,low,close,volume,200_ma
0,2022-12-06 00:00:00+05:30,124.05,132.25,121.2,128.2,16953628,
1,2022-12-07 00:00:00+05:30,128.6,138.2,126.25,135.7,28278238,
2,2022-12-08 00:00:00+05:30,136.4,139.9,133.5,135.85,12936583,
3,2022-12-09 00:00:00+05:30,136.55,137.35,129.1,130.7,6165968,
4,2022-12-12 00:00:00+05:30,130.95,136.9,127.75,135.95,9609673,
5,2022-12-13 00:00:00+05:30,136.75,138.2,132.55,133.65,8436329,
6,2022-12-14 00:00:00+05:30,134.0,137.65,131.8,136.15,8747489,
7,2022-12-15 00:00:00+05:30,132.0,144.85,131.8,140.9,29623758,
8,2022-12-16 00:00:00+05:30,140.1,144.4,136.5,138.35,19432785,
9,2022-12-19 00:00:00+05:30,138.9,139.7,132.35,133.2,7458523,
10,2022-12-20 00:00:00+05:30,132.3,134.25,129.4,132.2,8690559,
11,2022-12-21 00:00:00+05:30,132.75,135.8,121.3,123.95,13190940,
12,2022-12-22 00:00:00+05:30,125.0,126.4,113.7,114.75,11680319,
13,2022-12-23 00:00:00+05:30,113.25,117.3,105.75,107.1,9739381,
14,2022-12-26 00:00:00+05:30,107.2,115.25,104.8,113.4,11990968,
15,2022-12-27 00:00:00+05:30,114.4,118.5,112.65,116.5,9630094,
16,2022-12-28 00:00:00+05:30,116.5,137.25,115.0,133.8,47187926,
17,2022-12-29 00:00:00+05:30,132.5,136.25,129.15,131.9,31665840,
18,2022-12-30 00:00:00+05:30,132.5,141.5,132.4,134.55,25946189,
19,2023-01-02 00:00:00+05:30,135.0,135.7,130.6,132.25,9917240,
20,2023-01-03 00:00:00+05:30,132.9,134.2,129.1,130.55,6184561,
21,2023-01-04 00:00:00+05:30,131.2,140.25,130.95,134.85,40374565,
22,2023-01-05 00:00:00+05:30,135.55,137.7,131.6,133.2,12007421,
23,2023-01-06 00:00:00+05:30,133.9,134.8,129.25,130.75,8501914,
24,2023-01-09 00:00:00+05:30,131.45,133.65,129.3,130.1,4834539,
25,2023-01-10 00:00:00+05:30,130.25,130.7,124.1,124.75,6235768,
26,2023-01-11 00:00:00+05:30,125.25,128.2,123.0,124.2,5426224,
27,2023-01-12 00:00:00+05:30,124.75,127.0,122.75,124.75,6116314,
28,2023-01-13 00:00:00+05:30,125.0,125.85,123.3,124.45,3679934,
29,2023-01-16 00:00:00+05:30,125.15,125.6,122.3,123.0,3256912,
30,2023-01-17 00:00:00+05:30,123.0,127.5,120.1,126.0,13340550,
31,2023-01-18 00:00:00+05:30,125.8,129.9,125.45,126.75,7635454,
32,2023-01-19 00:00:00+05:30,125.85,128.15,124.75,125.5,4370863,
33,2023-01-20 00:00:00+05:30,125.0,127.1,123.0,123.45,3612812,
34,2023-01-23 00:00:00+05:30,124.15,125.35,122.65,123.55,2522448,
35,2023-01-24 00:00:00+05:30,123.65,124.3,121.8,122.3,2272412,
36,2023-01-25 00:00:00+05:30,121.9,122.15,118.1,118.8,2699430,
37,2023-01-27 00:00:00+05:30,119.0,119.55,112.6,113.5,4474517,
38,2023-01-30 00:00:00+05:30,112.5,116.6,111.55,113.05,3569023,
39,2023-01-31 00:00:00+05:30,113.75,122.4,113.7,120.85,9925516,
40,2023-02-01 00:00:00+05:30,122.95,124.55,111.65,113.25,10208155,
41,2023-02-02 00:00:00+05:30,113.6,117.2,113.25,115.25,4077633,
42,2023-02-03 00:00:00+05:30,115.9,117.2,108.4,112.75,5386442,
43,2023-02-06 00:00:00+05:30,113.0,114.8,109.45,109.85,4735802,
44,2023-02-07 00:00:00+05:30,110.1,111.0,108.0,109.45,3328858,
45,2023-02-08 00:00:00+05:30,112.0,114.8,110.05,111.45,6453113,
46,2023-02-09 00:00:00+05:30,111.8,112.4,109.95,110.55,2466102,
47,2023-02-10 00:00:00+05:30,110.35,111.95,109.7,110.5,1953698,
48,2023-02-13 00:00:00+05:30,110.5,111.1,106.5,107.25,2358732,
49,2023-02-14 00:00:00+05:30,108.0,116.3,105.6,112.4,14713872,
50,2023-02-15 00:00:00+05:30,112.2,115.75,111.2,114.15,5739437,
51,2023-02-16 00:00:00+05:30,114.5,114.75,112.45,112.85,1867942,
52,2023-02-17 00:00:00+05:30,112.0,113.8,110.35,111.15,2042779,
53,2023-02-20 00:00:00+05:30,111.2,112.0,108.5,109.3,2644407,
54,2023-02-21 00:00:00+05:30,109.6,110.35,108.25,108.75,2036131,
55,2023-02-22 00:00:00+05:30,108.0,108.5,104.8,105.2,2613279,
56,2023-02-23 00:00:00+05:30,105.0,105.0,101.15,102.1,3832860,
57,2023-02-24 00:00:00+05:30,102.1,103.65,99.5,100.45,4133622,
58,2023-02-27 00:00:00+05:30,100.4,100.4,96.05,96.75,3593605,
59,2023-02-28 00:00:00+05:30,97.2,99.45,97.1,97.5,3463826,
60,2023-03-01 00:00:00+05:30,97.6,101.8,96.65,100.6,4277854,
61,2023-03-02 00:00:00+05:30,100.6,102.0,98.2,98.95,2784584,
62,2023-03-03 00:00:00+05:30,99.45,102.75,99.35,101.65,5109094,
63,2023-03-06 00:00:00+05:30,102.2,105.8,102.0,103.25,5993584,
64,2023-03-08 00:00:00+05:30,102.75,105.25,101.25,104.6,3779033,
65,2023-03-09 00:00:00+05:30,105.0,106.45,103.25,104.1,3199199,
66,2023-03-10 00:00:00+05:30,102.05,104.6,100.8,102.6,5769671,
67,2023-03-13 00:00:00+05:30,103.0,103.4,98.35,98.95,3131755,
68,2023-03-14 00:00:00+05:30,99.3,99.5,97.1,99.0,2482117,
69,2023-03-15 00:00:00+05:30,100.0,101.35,97.5,98.4,4164036,
70,2023-03-16 00:00:00+05:30,98.0,99.2,97.1,97.85,2584591,
71,2023-03-17 00:00:00+05:30,98.5,99.8,98.0,98.9,2030095,
72,2023-03-20 00:00:00+05:30,98.8,99.0,96.4,96.8,1954274,
73,2023-03-21 00:00:00+05:30,97.5,98.15,96.8,97.5,1766923,
74,2023-03-22 00:00:00+05:30,97.55,100.8,97.55,98.6,2240751,
75,2023-03-23 00:00:00+05:30,98.15,99.9,97.9,98.15,1977388,
76,2023-03-24 00:00:00+05:30,98.45,98.6,94.5,95.25,1867075,
77,2023-03-27 00:00:00+05:30,95.85,95.85,91.1,92.15,2422150,
