,date,open,high,low,close,volume,200_ma
0,2022-12-06 00:00:00+05:30,795.2,807.0,792.7,798.7,121260,
1,2022-12-07 00:00:00+05:30,798.3,805.0,783.0,792.05,73488,
2,2022-12-08 00:00:00+05:30,794.8,800.65,785.0,788.75,64170,
3,2022-12-09 00:00:00+05:30,792.35,795.35,765.65,771.35,83549,
4,2022-12-12 00:00:00+05:30,769.8,776.9,758.55,773.25,53203,
5,2022-12-13 00:00:00+05:30,779.65,783.5,770.0,771.2,46440,
6,2022-12-14 00:00:00+05:30,775.0,785.0,769.3,771.35,64962,
7,2022-12-15 00:00:00+05:30,775.2,776.35,763.0,766.55,66024,
8,2022-12-16 00:00:00+05:30,760.15,769.0,751.75,753.8,54984,
9,2022-12-19 00:00:00+05:30,757.6,766.0,749.1,757.15,47533,
10,2022-12-20 00:00:00+05:30,757.5,765.6,756.75,759.65,50584,
11,2022-12-21 00:00:00+05:30,762.05,769.25,734.05,739.55,80939,
12,2022-12-22 00:00:00+05:30,743.0,747.0,711.0,719.05,85408,
13,2022-12-23 00:00:00+05:30,718.0,719.15,693.0,700.4,109124,
14,2022-12-26 00:00:00+05:30,700.4,719.7,691.85,713.85,66669,
15,2022-12-27 00:00:00+05:30,717.45,737.9,717.45,729.65,78284,
16,2022-12-28 00:00:00+05:30,733.3,744.1,725.95,739.35,64371,
17,2022-12-29 00:00:00+05:30,739.0,740.0,728.95,737.05,49143,
18,2022-12-30 00:00:00+05:30,740.0,793.5,736.05,767.1,530811,
19,2023-01-02 00:00:00+05:30,767.1,774.5,761.4,764.25,54822,
20,2023-01-03 00:00:00+05:30,768.0,783.45,760.25,778.95,102668,
21,2023-01-04 00:00:00+05:30,780.0,780.0,765.0,768.05,50139,
22,2023-01-05 00:00:00+05:30,766.5,773.45,751.4,754.1,66498,
23,2023-01-06 00:00:00+05:30,754.15,766.5,745.35,750.8,67036,
24,2023-01-09 00:00:00+05:30,750.6,760.6,745.25,751.2,45399,
25,2023-01-10 00:00:00+05:30,749.0,754.15,731.45,733.7,38579,
26,2023-01-11 00:00:00+05:30,737.25,741.75,730.15,733.7,39914,
27,2023-01-12 00:00:00+05:30,734.75,744.05,733.3,735.95,42786,
28,2023-01-13 00:00:00+05:30,737.7,739.65,728.5,729.9,33625,
29,2023-01-16 00:00:00+05:30,730.65,736.05,728.0,730.85,24075,
30,2023-01-17 00:00:00+05:30,733.0,738.4,726.05,731.35,43789,
31,2023-01-18 00:00:00+05:30,732.0,734.25,728.0,729.75,25821,
32,2023-01-19 00:00:00+05:30,729.0,730.15,722.9,726.8,28514,
33,2023-01-20 00:00:00+05:30,726.45,733.0,718.5,720.75,57055,
34,2023-01-23 00:00:00+05:30,721.3,724.95,707.2,711.7,63913,
35,2023-01-24 00:00:00+05:30,715.95,718.0,705.1,708.0,26705,
36,2023-01-25 00:00:00+05:30,706.05,706.65,692.5,695.05,43196,
37,2023-01-27 00:00:00+05:30,692.35,706.35,680.15,683.85,74978,
38,2023-01-30 00:00:00+05:30,684.85,698.05,673.55,681.95,42674,
39,2023-01-31 00:00:00+05:30,686.0,694.4,682.0,686.9,54748,
40,2023-02-01 00:00:00+05:30,690.35,717.25,672.05,681.45,100676,
41,2023-02-02 00:00:00+05:30,681.0,692.9,665.0,676.7,47803,
42,2023-02-03 00:00:00+05:30,676.7,678.95,661.1,670.15,68672,
43,2023-02-06 00:00:00+05:30,670.95,685.0,668.95,678.2,36798,
44,2023-02-07 00:00:00+05:30,695.0,695.0,664.45,670.95,75737,
45,2023-02-08 00:00:00+05:30,665.0,677.0,656.05,671.75,99436,
46,2023-02-09 00:00:00+05:30,678.75,680.1,660.0,669.35,71348,
47,2023-02-10 00:00:00+05:30,665.95,675.0,664.85,671.1,33696,
48,2023-02-13 00:00:00+05:30,671.4,675.2,658.0,659.75,33910,
49,2023-02-14 00:00:00+05:30,660.6,664.2,643.9,648.25,131295,
50,2023-02-15 00:00:00+05:30,649.5,651.0,640.0,643.75,40543,
51,2023-02-16 00:00:00+05:30,641.0,662.5,641.0,659.3,55531,
52,2023-02-17 00:00:00+05:30,652.75,672.0,652.75,660.1,67834,
53,2023-02-20 00:00:00+05:30,658.1,662.95,648.45,659.2,50306,
54,2023-02-21 00:00:00+05:30,653.05,662.5,652.4,657.15,32085,
55,2023-02-22 00:00:00+05:30,653.0,653.05,640.0,646.55,41806,
56,2023-02-23 00:00:00+05:30,643.0,649.7,637.0,643.1,39449,
57,2023-02-24 00:00:00+05:30,643.1,651.95,630.85,639.2,38798,
58,2023-02-27 00:00:00+05:30,639.15,639.15,610.15,613.1,84340,
59,2023-02-28 00:00:00+05:30,613.5,622.0,613.0,619.9,51364,
60,2023-03-01 00:00:00+05:30,621.1,638.5,621.1,635.7,55583,
61,2023-03-02 00:00:00+05:30,638.9,646.2,634.3,636.55,31908,
62,2023-03-03 00:00:00+05:30,639.9,650.0,633.0,635.5,32073,
63,2023-03-06 00:00:00+05:30,638.7,655.0,636.05,648.55,94103,
64,2023-03-08 00:00:00+05:30,648.0,653.35,641.25,645.0,57574,
65,2023-03-09 00:00:00+05:30,643.0,656.0,638.0,643.8,71236,
66,2023-03-10 00:00:00+05:30,641.8,642.4,632.8,639.35,45932,
67,2023-03-13 00:00:00+05:30,639.35,640.55,616.5,622.55,74817,
68,2023-03-14 00:00:00+05:30,621.6,625.75,606.0,611.85,74792,
69,2023-03-15 00:00:00+05:30,614.95,621.6,608.15,611.75,50330,
70,2023-03-16 00:00:00+05:30,607.05,612.2,596.05,606.8,60539,
71,2023-03-17 00:00:00+05:30,607.55,618.0,604.0,605.2,37128,
72,2023-03-20 00:00:00+05:30,608.25,608.25,594.0,595.9,86661,
73,2023-03-21 00:00:00+05:30,598.9,608.8,591.7,592.45,119428,
74,2023-03-22 00:00:00+05:30,596.05,612.25,596.05,598.85,72198,
75,2023-03-23 00:00:00+05:30,594.8,605.45,590.45,592.6,71473,
76,2023-03-24 00:00:00+05:30,595.6,598.05,581.0,584.85,57492,
77,2023-03-27 00:00:00+05:30,580.0,587.8,565.1,570.6,136898,
78,2023-03-28 00:00:00+05:30,570.6,574.7,556.35,559.05,77686,
79,2023-03-29 00:00:00+05:30,561.0,593.0,559.05,589.0,164483,
80,2023-03-31 00:00:00+05:30,591.0,598.45,578.15,585.15,76657,
81,2023-04-03 00:00:00+05:30,587.95,624.0,585.15,619.4,229541,
82,2023-04-05 00:00:00+05:30,622.0,634.35,615.05,624.05,151883,
83,2023-04-06 00:00:00+05:30,623.0,626.0,611.55,617.5,49347,
84,2023-04-10 00:00:00+05:30,620.5,625.75,618.0,620.75,29334,
85,2023-04-11 00:00:00+05:30,621.05,631.0,615.5,622.15,47326,
86,2023-04-12 00:00:00+05:30,622.55,637.45,617.1,630.9,90352,
87,2023-04-13 00:00:00+05:30,634.0,670.0,631.45,647.7,841922,
88,2023-04-17 00:00:00+05:30,644.95,660.3,639.25,655.7,106103,
89,2023-04-18 00:00:00+05:30,659.0,660.95,636.35,638.95,97850,
90,2023-04-19 00:00:00+05:30,636.2,645.25,634.55,635.85,60641,
91,2023-04-20 00:00:00+05:30,652.0,652.0,624.0,628.4,123606,
92,2023-04-21 00:00:00+05:30,631.0,634.55,623.0,625.3,36466,
93,2023-04-24 00:00:00+05:30,627.05,631.6,622.0,625.8,38663,
94,2023-04-25 00:00:00+05:30,626.9,630.8,622.05,625.8,28510,
95,2023-04-26 00:00:00+05:30,660.0,744.8,660.0,733.5,6563033,
96,2023-04-27 00:00:00+05:30,719.0,725.0,684.25,689.25,1280530,
97,2023-04-28 00:00:00+05:30,693.0,707.45,681.3,684.45,766787,
98,2023-05-02 00:00:00+05:30,688.15,697.45,684.35,687.55,285758,
99,2023-05-03 00:00:00+05:30,689.0,695.0,680.15,686.55,242741,
