,date,open,high,low,close,volume,200_ma
0,2022-12-06 00:00:00+05:30,261.5,267.05,260.7,261.6,185008,
1,2022-12-07 00:00:00+05:30,261.55,262.75,258.0,259.55,87019,
2,2022-12-08 00:00:00+05:30,263.0,274.0,260.15,270.55,1551983,
3,2022-12-09 00:00:00+05:30,273.5,278.55,260.0,262.1,804055,
4,2022-12-12 00:00:00+05:30,262.5,269.9,256.95,268.75,228232,
5,2022-12-13 00:00:00+05:30,269.9,271.15,265.0,266.25,159520,
6,2022-12-14 00:00:00+05:30,267.0,272.5,265.0,267.0,210453,
7,2022-12-15 00:00:00+05:30,269.55,269.55,262.6,265.05,106651,
8,2022-12-16 00:00:00+05:30,264.0,264.2,255.05,256.15,235472,
9,2022-12-19 00:00:00+05:30,255.0,265.0,253.65,258.45,250479,
10,2022-12-20 00:00:00+05:30,261.75,270.5,258.5,266.85,680566,
11,2022-12-21 00:00:00+05:30,267.85,271.05,255.0,259.0,581563,
12,2022-12-22 00:00:00+05:30,260.0,261.95,246.1,247.85,322460,
13,2022-12-23 00:00:00+05:30,243.0,247.0,235.0,244.25,294372,
14,2022-12-26 00:00:00+05:30,243.95,250.35,241.5,247.05,243166,
15,2022-12-27 00:00:00+05:30,249.65,252.6,242.0,243.2,173497,
16,2022-12-28 00:00:00+05:30,244.45,253.0,241.5,251.25,269584,
17,2022-12-29 00:00:00+05:30,252.8,252.8,246.55,247.8,271201,
18,2022-12-30 00:00:00+05:30,255.0,263.7,252.9,254.85,1220356,
19,2023-01-02 00:00:00+05:30,259.8,272.8,255.45,265.0,1571560,
20,2023-01-03 00:00:00+05:30,266.6,271.9,264.55,266.2,592953,
21,2023-01-04 00:00:00+05:30,267.0,269.2,262.05,263.2,470061,
22,2023-01-05 00:00:00+05:30,263.9,266.95,260.35,263.0,272414,
23,2023-01-06 00:00:00+05:30,263.0,264.95,257.0,258.35,162559,
24,2023-01-09 00:00:00+05:30,262.25,267.95,259.6,263.7,435771,
25,2023-01-10 00:00:00+05:30,263.5,264.85,258.2,259.75,153458,
26,2023-01-11 00:00:00+05:30,259.9,260.65,257.0,257.35,638319,
27,2023-01-12 00:00:00+05:30,258.0,261.4,252.25,259.6,418550,
28,2023-01-13 00:00:00+05:30,259.1,266.75,258.5,262.3,830960,
29,2023-01-16 00:00:00+05:30,263.85,271.9,262.55,268.75,1049867,
30,2023-01-17 00:00:00+05:30,268.75,274.4,266.6,268.75,480979,
31,2023-01-18 00:00:00+05:30,269.9,269.9,261.35,263.8,179349,
